thisN,thisTrialN,thisRepN,pic_name,class_mi,run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,trial.thisRepN,trial.thisTrialN,trial.thisN,trial.thisIndex,thisRow.t,notes,piloting,pre_block.started,text_pre_block.started,key_resp_start.started,pre_block.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,wait_screen.started,text_2.started,text_2.stopped,wait_screen.stopped,pre_cue.started,hor_line_precue.started,ver_line_precue.started,rot_line_precue.started,hor_line_precue.stopped,ver_line_precue.stopped,rot_line_precue.stopped,pre_cue.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
9,9,3,pics/feet.JPG,feet,0,0,0,0,3,9,9,1,22.916293200003565,,,,,,,,,,,,,,22.90886280000268,22.916293200003565,22.916293200003565,22.916293200003565,24.908107800001744,24.908107800001744,24.908107800001744,24.900682700004836,843884,001,2026-06-16_16h02.12.512,bci_racingteam,,2026.1.1,120.2483850586724,2026-06-16 16h02.12.657283 +0200,
10,10,3,pics/none.JPG,rest,0,0,0,0,3,10,10,2,24.908107800001744,,,,,,,,,,,,,,24.90085579999868,24.908107800001744,24.908107800001744,24.908107800001744,26.900458199997956,26.900458199997956,26.900458199997956,26.89278259999992,843884,001,2026-06-16_16h02.12.512,bci_racingteam,,2026.1.1,120.2483850586724,2026-06-16 16h02.12.657283 +0200,
11,11,4,pics/feet.JPG,feet,0,0,0,0,4,11,11,1,26.900458199997956,,,,,,,,,,,,,,26.892935800002306,26.900458199997956,26.900458199997956,26.900458199997956,28.89153660000011,28.89153660000011,28.89153660000011,28.88379160000477,843884,001,2026-06-16_16h02.12.512,bci_racingteam,,2026.1.1,120.2483850586724,2026-06-16 16h02.12.657283 +0200,
12,12,3,pics/left_hand.JPG,left_hand,0,0,0,0,3,12,12,0,28.89153660000011,,,,,,,,,,,,,,28.883920600004785,28.89153660000011,28.89153660000011,28.89153660000011,30.88340099999914,30.88340099999914,30.88340099999914,30.876169100003608,843884,001,2026-06-16_16h02.12.512,bci_racingteam,,2026.1.1,120.2483850586724,2026-06-16 16h02.12.657283 +0200,
13,13,4,pics/left_hand.JPG,left_hand,0,0,0,0,4,13,13,0,30.88340099999914,,,,,,,,,,,,,,30.8762893000021,30.88340099999914,30.88340099999914,30.88340099999914,32.87470939999912,32.87470939999912,32.87470939999912,32.867102199998044,843884,001,2026-06-16_16h02.12.512,bci_racingteam,,2026.1.1,120.2483850586724,2026-06-16 16h02.12.657283 +0200,
14,14,4,pics/none.JPG,rest,0,0,0,0,4,14,14,2,32.87470939999912,,,,,,,,,,,,,,32.86723809999967,32.87470939999912,32.87470939999912,32.87470939999912,34.86659800000052,34.86659800000052,34.86659800000052,34.85926969999855,843884,001,2026-06-16_16h02.12.512,bci_racingteam,,2026.1.1,120.2483850586724,2026-06-16 16h02.12.657283 +0200,
15,15,5,pics/left_hand.JPG,left_hand,0,0,0,0,5,15,15,0,34.86659800000052,,,,,,,,,,,,,,34.85938520000491,34.86659800000052,34.86659800000052,34.86659800000052,36.85901759999979,36.85901759999979,36.85901759999979,36.850504400004866,843884,001,2026-06-16_16h02.12.512,bci_racingteam,,2026.1.1,120.2483850586724,2026-06-16 16h02.12.657283 +0200,
16,16,5,pics/none.JPG,rest,0,0,0,0,5,16,16,2,36.85901759999979,,,,,,,,,,,,,,36.850664999998116,36.85901759999979,36.85901759999979,36.85901759999979,38.850152799997886,38.850152799997886,38.850152799997886,38.84339600000385,843884,001,2026-06-16_16h02.12.512,bci_racingteam,,2026.1.1,120.2483850586724,2026-06-16 16h02.12.657283 +0200,
17,17,6,pics/none.JPG,rest,0,0,0,0,6,17,17,2,38.850152799997886,,,,,,,,,,,,,,38.84351500000048,38.850152799997886,38.850152799997886,38.850152799997886,40.84191860000283,40.84191860000283,40.84191860000283,40.83387400000356,843884,001,2026-06-16_16h02.12.512,bci_racingteam,,2026.1.1,120.2483850586724,2026-06-16 16h02.12.657283 +0200,
18,18,5,pics/feet.JPG,feet,0,0,0,0,5,18,18,1,40.84191860000283,,,,,,,,,,,,,,40.83402059999935,40.84191860000283,40.84191860000283,40.84191860000283,42.83338530000037,42.83338530000037,42.83338530000037,42.8258222000004,843884,001,2026-06-16_16h02.12.512,bci_racingteam,,2026.1.1,120.2483850586724,2026-06-16 16h02.12.657283 +0200,
19,19,6,pics/feet.JPG,feet,0,0,0,0,6,19,19,1,42.83338530000037,,,,,,,,,,,,,,42.82595969999966,42.83338530000037,42.83338530000037,42.83338530000037,44.825620499999786,44.825620499999786,44.825620499999786,44.81824050000432,843884,001,2026-06-16_16h02.12.512,bci_racingteam,,2026.1.1,120.2483850586724,2026-06-16 16h02.12.657283 +0200,
20,20,7,pics/feet.JPG,feet,0,0,0,0,7,20,20,1,44.825620499999786,,,,,,,,,,,,,,44.81838520000019,44.825620499999786,44.825620499999786,44.825620499999786,46.81682440000441,46.81682440000441,46.81682440000441,46.80962449999788,843884,001,2026-06-16_16h02.12.512,bci_racingteam,,2026.1.1,120.2483850586724,2026-06-16 16h02.12.657283 +0200,
21,21,7,pics/none.JPG,rest,0,0,0,0,7,21,21,2,46.81682440000441,,,,,,,,,,,,,,46.809745500002464,46.81682440000441,46.81682440000441,46.81682440000441,48.80918820000079,48.80918820000079,48.80918820000079,48.80128759999934,843884,001,2026-06-16_16h02.12.512,bci_racingteam,,2026.1.1,120.2483850586724,2026-06-16 16h02.12.657283 +0200,
22,22,8,pics/none.JPG,rest,0,0,0,0,8,22,22,2,48.80918820000079,,,,,,,,,,,,,,48.80151409999962,48.80918820000079,48.80918820000079,48.80918820000079,50.80029849999846,50.80029849999846,50.80029849999846,50.792617099999916,843884,001,2026-06-16_16h02.12.512,bci_racingteam,,2026.1.1,120.2483850586724,2026-06-16 16h02.12.657283 +0200,
23,23,6,pics/left_hand.JPG,left_hand,,,,,6,23,23,0,50.80029849999846,,,,,,,,,,,,,,50.79275659999985,50.80029849999846,50.80029849999846,50.80029849999846,,,,,,,,,,,,,
